,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins,code
5026,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38072.obv.width175.jpg,../img/Maximian_Diocletian_1590971877.1399162.jpg,251-300,4
5027,Maximian,Diocletian,303.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2929.obv.width175.jpg,../img/Maximian_Diocletian_1590965360.4194136.jpg,301-350,4
5028,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3658.obv.width175.jpg,../img/Diocletian_Diocletian_1590971601.4218216.jpg,251-300,4
5029,Diocletian,Diocletian,295.0,Coin,tetradrachm,Billon,Egypt,Nike,http://numismatics.org/collectionimages/20002049/2017/2017.11.28.obv.width175.jpg,../img/Diocletian_Diocletian_1590975088.340281.jpg,251-300,4
5030,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38099.obv.width175.jpg,../img/Diocletian_Diocletian_1590971884.4700747.jpg,251-300,4
5031,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Gallia,Felicitas,http://numismatics.org/collectionimages/19501999/1984/1984.146.40.obv.width175.jpg,../img/Maximian_Diocletian_1590968195.8167472.jpg,251-300,4
5032,Diocletian,Diocletian,295.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.744.obv.width175.jpg,../img/Diocletian_Diocletian_1590968754.7546985.jpg,251-300,4
5033,Diocletian,Diocletian,299.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1917/1917.155.34.obv.width175.jpg,../img/Diocletian_Diocletian_1590969126.7350135.jpg,251-300,4
5034,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1281.obv.width175.jpg,../img/Diocletian_Diocletian_1590965578.5489476.jpg,251-300,4
5035,Diocletian,Diocletian,284.0,Coin,Tetradrachm,Billon,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.68144.obv.width175.jpg,../img/Diocletian_Diocletian_1590975223.829191.jpg,251-300,4
5036,Diocletian,Diocletian,295.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1922/1922.218.3.obv.width175.jpg,../img/Diocletian_Diocletian_1590970111.2893932.jpg,251-300,4
5037,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4194.obv.width175.jpg,../img/Diocletian_Diocletian_1590963066.825112.jpg,251-300,4
5038,Maximian,Diocletian,290.0,Coin,Antoninianus,Silver,Gallia,Securitas,http://numismatics.org/collectionimages/19001949/1944/1944.100.38013.obv.width175.jpg,../img/Maximian_Diocletian_1590971859.7418165.jpg,251-300,4
5039,Diocletian,Diocletian,291.0,Coin,Tetradrachm,Billon,Egypt,Elpis,http://numismatics.org/collectionimages/19001949/1947/1947.97.556.obv.width175.jpg,../img/Diocletian_Diocletian_1590975298.034658.jpg,251-300,4
5040,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1922/1922.215.32.obv.width175.jpg,../img/Diocletian_Diocletian_1590969835.1669562.jpg,251-300,4
5041,Diocletian,Diocletian,293.0,Coin,Antoninianus,Silver,Syria,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38124.obv.width175.jpg,../img/Diocletian_Diocletian_1590971891.297481.jpg,251-300,4
5042,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5593.obv.width175.jpg,../img/Maximian_Diocletian_1590963847.63195.jpg,251-300,4
5043,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19001949/1933/1933.10.2.obv.width175.jpg,../img/Diocletian_Diocletian_1590970425.6671746.jpg,251-300,4
5044,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3841.obv.width175.jpg,../img/Diocletian_Diocletian_1590971976.0477343.jpg,251-300,4
5045,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Gallia,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5916.obv.width175.jpg,../img/Maximian_Diocletian_1590972490.5437114.jpg,251-300,4
5046,Maximian,Diocletian,303.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1175.obv.width175.jpg,../img/Maximian_Diocletian_1590971016.7741861.jpg,301-350,4
5047,Diocletian,Diocletian,291.0,Coin,Tetradrachm,Billon,Egypt,Zeus,http://numismatics.org/collectionimages/19001949/1944/1944.100.68323.obv.width175.jpg,../img/Diocletian_Diocletian_1590975246.1134498.jpg,251-300,4
5048,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.853.obv.width175.jpg,../img/Diocletian_Diocletian_1590968787.539138.jpg,251-300,4
5049,Diocletian,Diocletian,302.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3675.obv.width175.jpg,../img/Diocletian_Diocletian_1590971629.8855178.jpg,301-350,4
5050,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1922/1922.215.15.obv.width175.jpg,../img/Diocletian_Diocletian_1590969792.3849647.jpg,251-300,4
5051,Diocletian,Diocletian,285.0,Coin,Antoninianus,Silver,Phoenicia,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.95.113.obv.width175.jpg,../img/Diocletian_Diocletian_1590967605.3077917.jpg,251-300,4
5052,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1925/1925.176.35.obv.width175.jpg,../img/Maximian_Diocletian_1590967761.2806823.jpg,251-300,4
5053,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1310.obv.width175.jpg,../img/Diocletian_Diocletian_1590965612.9342685.jpg,251-300,4
5054,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4184.obv.width175.jpg,../img/Diocletian_Diocletian_1590963138.4294064.jpg,251-300,4
5055,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.182.obv.width175.jpg,../img/Maximian_Diocletian_1590968025.7848294.jpg,251-300,4
5056,Maximian,Diocletian,297.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1954/1954.18.48.obv.width175.jpg,../img/Maximian_Diocletian_1590967880.4538975.jpg,251-300,4
5057,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3654.obv.width175.jpg,../img/Diocletian_Diocletian_1590971593.3613353.jpg,251-300,4
5058,Maximian,Diocletian,292.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.137.obv.width175.jpg,../img/Maximian_Diocletian_1590968543.2352984.jpg,251-300,4
5059,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1322.obv.width175.jpg,../img/Diocletian_Diocletian_1590965648.3180606.jpg,251-300,4
5060,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.38105.obv.width175.jpg,../img/Diocletian_Diocletian_1590971886.1132545.jpg,251-300,4
5061,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Gallia,Moneta,http://numismatics.org/collectionimages/19501999/1984/1984.146.1299.obv.width175.jpg,../img/Maximian_Diocletian_1590968522.0280392.jpg,251-300,4
5062,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1242.obv.width175.jpg,../img/Diocletian_Diocletian_1590966365.8755276.jpg,251-300,4
5063,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Phoenicia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.38195.obv.width175.jpg,../img/Diocletian_Diocletian_1590971912.9135225.jpg,251-300,4
5064,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Syria,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.38176.obv.width175.jpg,../img/Diocletian_Diocletian_1590971907.5153193.jpg,251-300,4
5065,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2698.obv.width175.jpg,../img/Maximian_Diocletian_1590965314.214776.jpg,251-300,4
5066,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.1734.obv.width175.jpg,../img/Maximian_Diocletian_1590967999.777439.jpg,251-300,4
5067,Maximian,Diocletian,285.0,Coin,Antoninianus,Silver,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38073.obv.width175.jpg,../img/Maximian_Diocletian_1590971877.3837507.jpg,251-300,4
5068,Diocletian,Diocletian,304.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4268.obv.width175.jpg,../img/Diocletian_Diocletian_1590971645.5678248.jpg,301-350,4
5069,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38063.obv.width175.jpg,../img/Maximian_Diocletian_1590971874.3424115.jpg,251-300,4
5070,Diocletian,Diocletian,297.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1922/1922.215.38.obv.width175.jpg,../img/Diocletian_Diocletian_1590969836.338554.jpg,251-300,4
5071,Diocletian,Diocletian,293.0,Coin,Antoninianus,Silver,Syria,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.203.40.obv.width175.jpg,../img/Diocletian_Diocletian_1590967552.8111947.jpg,251-300,4
5072,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1922/1922.215.18.obv.width175.jpg,../img/Diocletian_Diocletian_1590969793.1057503.jpg,251-300,4
5073,Diocletian,Diocletian,284.0,Coin,Tetradrachm,Billon,Egypt,Eusebia,http://numismatics.org/collectionimages/19001949/1935/1935.117.996.obv.width175.jpg,../img/Diocletian_Diocletian_1590975312.0485826.jpg,251-300,4
5074,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38094.obv.width175.jpg,../img/Diocletian_Diocletian_1590971883.2320135.jpg,251-300,4
5075,Diocletian,Diocletian,285.0,Coin,Tetradrachm,Billon,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.68147.obv.width175.jpg,../img/Diocletian_Diocletian_1590975224.571459.jpg,251-300,4
5076,Severus II,Diocletian,294.0,Coin,AE2,Bronze,Gallia,Quies,http://numismatics.org/collectionimages/19501999/1984/1984.146.311.obv.width175.jpg,../img/Severus II_Diocletian_1590968170.7434216.jpg,251-300,4
5077,Diocletian,Diocletian,285.0,Coin,Antoninianus,Silver,Phoenicia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38189.obv.width175.jpg,../img/Diocletian_Diocletian_1590971911.2632282.jpg,251-300,4
5078,Maximian,Diocletian,302.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5928.obv.width175.jpg,../img/Maximian_Diocletian_1590972494.3853316.jpg,301-350,4
5079,Diocletian,Diocletian,284.0,Coin,Tetradrachm,Billon,Egypt,Tyche,http://numismatics.org/collectionimages/19501999/1974/1974.26.4748.obv.width175.jpg,../img/Diocletian_Diocletian_1590975332.774109.jpg,251-300,4
5080,Maximian,Diocletian,296.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1265.obv.width175.jpg,../img/Maximian_Diocletian_1590968512.634377.jpg,251-300,4
5081,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1318.obv.width175.jpg,../img/Diocletian_Diocletian_1590965637.0318956.jpg,251-300,4
5082,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.467.obv.width175.jpg,../img/Diocletian_Diocletian_1590968215.4225981.jpg,251-300,4
5083,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19501999/1995/1995.11.795.obv.width175.jpg,../img/Maximian_Diocletian_1590974612.0517151.jpg,251-300,4
5084,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.850.obv.width175.jpg,../img/Diocletian_Diocletian_1590968786.4196599.jpg,251-300,4
5085,Diocletian,Diocletian,291.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19501999/1966/1966.286.23.obv.width175.jpg,../img/Diocletian_Diocletian_1590969890.116432.jpg,251-300,4
5086,Diocletian,Diocletian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1906/1906.236.185.obv.width175.jpg,../img/Diocletian_Diocletian_1590969000.297625.jpg,251-300,4
5087,Diocletian,Diocletian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1931/1931.126.4.obv.width175.jpg,../img/Diocletian_Diocletian_1590970994.9320366.jpg,251-300,4
5088,Diocletian,Diocletian,284.0,Coin,Tetradrachm,Billon,Egypt,Nike,http://numismatics.org/collectionimages/19001949/1944/1944.100.68135.obv.width175.jpg,../img/Diocletian_Diocletian_1590975222.2982886.jpg,251-300,4
5089,Maximian,Diocletian,290.0,Coin,Antoninianus,Silver,Gallia,Securitas,http://numismatics.org/collectionimages/19501999/1984/1984.146.89.obv.width175.jpg,../img/Maximian_Diocletian_1590968797.2620556.jpg,251-300,4
5090,Diocletian,Diocletian,293.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/20002049/2015/2015.12.52.obv.width175.jpg,../img/Diocletian_Diocletian_1590975000.588276.jpg,251-300,4
5091,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1925/1925.176.11.obv.width175.jpg,../img/Diocletian_Diocletian_1590967751.933644.jpg,251-300,4
5092,Diocletian,Diocletian,297.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3895.obv.width175.jpg,../img/Diocletian_Diocletian_1590971242.0001044.jpg,251-300,4
5093,Diocletian,Diocletian,297.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5747.obv.width175.jpg,../img/Diocletian_Diocletian_1590966446.909413.jpg,251-300,4
5094,Maximian,Diocletian,304.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5635.obv.width175.jpg,../img/Maximian_Diocletian_1590966534.929771.jpg,301-350,4
5095,Maximian,Diocletian,303.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1313.obv.width175.jpg,../img/Maximian_Diocletian_1590968526.5289106.jpg,301-350,4
5096,Maximinus Daia,Diocletian,294.0,Coin,Fraction,Bronze,Egypt,Providentia,http://numismatics.org/collectionimages/19501999/1984/1984.146.451.obv.width175.jpg,../img/Maximinus Daia_Diocletian_1590968210.89068.jpg,251-300,4
5097,Diocletian,Diocletian,296.0,Coin,Fraction,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.1400.obv.width175.jpg,../img/Diocletian_Diocletian_1590966636.1325405.jpg,251-300,4
5098,Maximian,Diocletian,285.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38053.obv.width175.jpg,../img/Maximian_Diocletian_1590971871.7275317.jpg,251-300,4
5099,Diocletian,Diocletian,285.0,Coin,Tetradrachm,Billon,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.68182.obv.width175.jpg,../img/Diocletian_Diocletian_1590975231.2970996.jpg,251-300,4
5100,Diocletian,Diocletian,285.0,Coin,Aureus,Gold,,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38082.obv.width175.jpg,../img/Diocletian_Diocletian_1590971879.7398226.jpg,251-300,4
5101,Diocletian,Diocletian,286.0,Coin,Tetradrachm,Billon,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.68212.obv.width175.jpg,../img/Diocletian_Diocletian_1590975238.2299821.jpg,251-300,4
5102,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3820.obv.width175.jpg,../img/Diocletian_Diocletian_1590971914.1133962.jpg,251-300,4
5103,Maximian,Diocletian,296.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1927/1927.38.5.obv.width175.jpg,../img/Maximian_Diocletian_1590969787.0257337.jpg,251-300,4
5104,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Pannonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.23902.obv.width175.jpg,../img/Maximian_Diocletian_1590966163.6166558.jpg,251-300,4
5105,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3842.obv.width175.jpg,../img/Diocletian_Diocletian_1590971976.7713578.jpg,251-300,4
5106,Diocletian,Diocletian,299.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4146.obv.width175.jpg,../img/Diocletian_Diocletian_1590970187.8177526.jpg,251-300,4
5107,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Gallia,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.146.145.obv.width175.jpg,../img/Maximian_Diocletian_1590968570.026268.jpg,251-300,4
5108,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Zeugitana,Carthage,http://numismatics.org/collectionimages/19501999/1984/1984.146.372.obv.width175.jpg,../img/Maximian_Diocletian_1590968188.073745.jpg,251-300,4
5109,Maximian,Diocletian,304.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5634.obv.width175.jpg,../img/Maximian_Diocletian_1590966533.4110305.jpg,301-350,4
5110,Severus II,Diocletian,305.0,Coin,AE1,Bronze,Gallia,Providentia,http://numismatics.org/collectionimages/19501999/1987/1987.26.255.obv.width175.jpg,../img/Severus II_Diocletian_1590970372.7261097.jpg,301-350,4
5111,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Gallia,Moneta,http://numismatics.org/collectionimages/19501999/1984/1984.146.1298.obv.width175.jpg,../img/Maximian_Diocletian_1590975053.6040459.jpg,251-300,4
5112,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38108.obv.width175.jpg,../img/Diocletian_Diocletian_1590971887.251373.jpg,251-300,4
5113,Maximian,Diocletian,295.0,Coin,Aureus,Gold,Gallia,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.5864.obv.width175.jpg,../img/Maximian_Diocletian_1590972411.526614.jpg,251-300,4
5114,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19001949/1944/1944.100.38141.obv.width175.jpg,../img/Diocletian_Diocletian_1590971897.557475.jpg,251-300,4
5115,Maximian,Diocletian,292.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38027.obv.width175.jpg,../img/Maximian_Diocletian_1590971863.7425013.jpg,251-300,4
5116,Diocletian,Diocletian,293.0,Coin,Tetradrachm,Billon,Egypt,Nike,http://numismatics.org/collectionimages/19001949/1944/1944.100.68410.obv.width175.jpg,../img/Diocletian_Diocletian_1590975174.1767788.jpg,251-300,4
5117,Diocletian,Diocletian,297.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19501999/1995/1995.11.817.obv.width175.jpg,../img/Diocletian_Diocletian_1590974616.0443757.jpg,251-300,4
5118,Diocletian,Diocletian,284.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38100.obv.width175.jpg,../img/Diocletian_Diocletian_1590971884.941956.jpg,251-300,4
5119,Maximian,Diocletian,303.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1169.obv.width175.jpg,../img/Maximian_Diocletian_1590971014.702197.jpg,301-350,4
5120,Maximian,Diocletian,294.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1990/1990.3.93.obv.width175.jpg,../img/Maximian_Diocletian_1590974184.8089414.jpg,251-300,4
5121,Diocletian,Diocletian,291.0,Coin,Tetradrachm,Billon,Egypt,Athena,http://numismatics.org/collectionimages/19001949/1944/1944.100.68304.obv.width175.jpg,../img/Diocletian_Diocletian_1590975241.394277.jpg,251-300,4
5122,Maximian,Diocletian,301.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1128.obv.width175.jpg,../img/Maximian_Diocletian_1590966778.737527.jpg,301-350,4
5123,Maximian,Diocletian,290.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38004.obv.width175.jpg,../img/Maximian_Diocletian_1590971857.3892868.jpg,251-300,4
5124,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5692.obv.width175.jpg,../img/Diocletian_Diocletian_1590966420.788687.jpg,251-300,4
5125,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3835.obv.width175.jpg,../img/Diocletian_Diocletian_1590971958.469829.jpg,251-300,4
5126,Diocletian,Diocletian,300.0,Coin,Aureus,Gold,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3647.obv.width175.jpg,../img/Diocletian_Diocletian_1590971580.7726843.jpg,251-300,4
5127,Diocletian,Diocletian,294.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3801.obv.width175.jpg,../img/Diocletian_Diocletian_1590971858.80691.jpg,251-300,4
5128,Diocletian,Diocletian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3840.obv.width175.jpg,../img/Diocletian_Diocletian_1590971972.907665.jpg,251-300,4
5129,Constantius Chlorus,Diocletian,305.0,Coin,AE1,Bronze,Britannia,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.1068.obv.width175.jpg,../img/Constantius Chlorus_Diocletian_1590966179.0552874.jpg,301-350,4
5130,Diocletian,Diocletian,304.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4266.obv.width175.jpg,../img/Diocletian_Diocletian_1590971637.6695693.jpg,301-350,4
5131,Diocletian,Diocletian,285.0,Coin,Tetradrachm,Billon,Egypt,Eirene,http://numismatics.org/collectionimages/19001949/1944/1944.100.68168.obv.width175.jpg,../img/Diocletian_Diocletian_1590975228.3966274.jpg,251-300,4
5132,Diocletian,Diocletian,302.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4243.obv.width175.jpg,../img/Diocletian_Diocletian_1590963060.3436463.jpg,301-350,4
5133,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Syria,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38164.obv.width175.jpg,../img/Diocletian_Diocletian_1590971904.4263434.jpg,251-300,4
5134,Diocletian,Diocletian,286.0,Coin,Tetradrachm,Billon,Egypt,Nike,http://numismatics.org/collectionimages/19001949/1944/1944.100.68192.obv.width175.jpg,../img/Diocletian_Diocletian_1590975233.5311913.jpg,251-300,4
5135,Maximian,Diocletian,300.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1152.obv.width175.jpg,../img/Maximian_Diocletian_1590971008.4553556.jpg,251-300,4
5136,Diocletian,Diocletian,291.0,Coin,Tetradrachm,Billon,Egypt,Zeus,http://numismatics.org/collectionimages/19001949/1944/1944.100.68324.obv.width175.jpg,../img/Diocletian_Diocletian_1590975246.332762.jpg,251-300,4
5137,Diocletian,Diocletian,300.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4190.obv.width175.jpg,../img/Diocletian_Diocletian_1590963066.589843.jpg,251-300,4
5138,Maximian,Diocletian,302.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19501999/1995/1995.11.815.obv.width175.jpg,../img/Maximian_Diocletian_1590974615.5739512.jpg,301-350,4
5139,Maximian,Diocletian,290.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.90.obv.width175.jpg,../img/Maximian_Diocletian_1590968800.5466554.jpg,251-300,4
5140,Severus II,Diocletian,305.0,Coin,AE1,Bronze,Gallia,Providentia,http://numismatics.org/collectionimages/19001949/1925/1925.176.105.obv.width175.jpg,../img/Severus II_Diocletian_1590967750.735051.jpg,301-350,4
5141,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19501999/1970/1970.165.12.obv.width175.jpg,../img/Maximian_Diocletian_1590969619.3452334.jpg,251-300,4
5142,Maximian,Diocletian,287.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.6.obv.width175.jpg,../img/Maximian_Diocletian_1590968711.6884928.jpg,251-300,4
5143,Maximian,Diocletian,290.0,Coin,Antoninianus,Silver,Gallia,Securitas,http://numismatics.org/collectionimages/19501999/1984/1984.146.81.obv.width175.jpg,../img/Maximian_Diocletian_1590968773.2495344.jpg,251-300,4
5144,Maximian,Diocletian,294.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.358.obv.width175.jpg,../img/Maximian_Diocletian_1590968183.869284.jpg,251-300,4
5145,Diocletian,Diocletian,284.0,Coin,Tetradrachm,Billon,Egypt,Tyche,http://numismatics.org/collectionimages/19001949/1944/1944.100.68141.obv.width175.jpg,../img/Diocletian_Diocletian_1590975223.3928843.jpg,251-300,4
5146,Diocletian,Diocletian,294.0,Coin,Antoninianus,Silver,Phoenicia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38182.obv.width175.jpg,../img/Diocletian_Diocletian_1590971909.623764.jpg,251-300,4
