,,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins
6,37821,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.67.3094.obv.width175.jpg,Gallienus_Gallienus_1590973323.6498985,251-300
6,28805,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3597.obv.width175.jpg,Gallienus_Gallienus_1590970856.0184882,251-300
6,37441,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Asclepius,http://numismatics.org/collectionimages/19501999/1984/1984.67.3444.obv.width175.jpg,Gallienus_Gallienus_1590973221.947245,251-300
6,37576,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Fides,http://numismatics.org/collectionimages/19501999/1984/1984.67.3286.obv.width175.jpg,Gallienus_Gallienus_1590973256.5867183,251-300
6,27083,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Mercury,http://numismatics.org/collectionimages/19001949/1910/1910.88.6.obv.width175.jpg,Gallienus_Gallienus_1590970388.7681804,251-300
6,37489,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3296.obv.width175.jpg,Gallienus_Gallienus_1590973234.22288,251-300
6,37530,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3396.obv.width175.jpg,Gallienus_Gallienus_1590973244.7111838,251-300
6,14663,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.30378.obv.width175.jpg,Gallienus_Gallienus_1590967001.7186131,251-300
6,14469,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19001949/1944/1944.100.30199.obv.width175.jpg,Gallienus_Gallienus_1590966950.2744074,251-300
6,28817,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Uberitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3607.obv.width175.jpg,Gallienus_Gallienus_1590970858.8711548,251-300
6,43027,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19501999/1995/1995.39.98.obv.width175.jpg,Gallienus_Gallienus_1590974724.561847,251-300
6,37043,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3002.obv.width175.jpg,Gallienus_Gallienus_1590973085.4484878,251-300
6,14780,Gallienus,Gallienus,253.0,Coin,Antoninianus,Silver,Asia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.30485.obv.width175.jpg,Gallienus_Gallienus_1590967033.2588475,251-300
6,37270,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3051.obv.width175.jpg,Gallienus_Gallienus_1590973145.9280572,251-300
6,37548,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3218.obv.width175.jpg,Gallienus_Gallienus_1590973249.4078782,251-300
6,37526,Gallienus,Gallienus,260.0,Ci,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3390.obv.width175.jpg,Gallienus_Gallienus_1590973243.8011186,251-300
6,37017,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19501999/1984/1984.67.2956.obv.width175.jpg,Gallienus_Gallienus_1590973078.3103828,251-300
6,37359,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3315.obv.width175.jpg,Gallienus_Gallienus_1590973199.0048296,251-300
6,22591,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1954/1954.18.131.obv.width175.jpg,Gallienus_Gallienus_1590969157.1997418,251-300
6,37839,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Abundantia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3135.obv.width175.jpg,Gallienus_Gallienus_1590973328.005663,251-300
6,21957,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1906/1906.236.134.obv.width175.jpg,Gallienus_Gallienus_1590968984.8487492,251-300
6,14630,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Apollo,http://numismatics.org/collectionimages/19001949/1944/1944.100.30348.obv.width175.jpg,Gallienus_Gallienus_1590966993.2395282,251-300
6,18155,Gallienus,Gallienus,260.0,Coin,Aureus,Gold,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1958/1958.177.1.obv.width175.jpg,Gallienus_Gallienus_1590967943.721397,251-300
6,14867,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.30566.obv.width175.jpg,Gallienus_Gallienus_1590967055.2410183,251-300
6,37452,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Securitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3455.obv.width175.jpg,Gallienus_Gallienus_1590973224.6139264,251-300
6,7977,Gallienus,Gallienus,254.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.27316.obv.width175.jpg,Gallienus_Gallienus_1590965188.572556,251-300
6,37049,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3012.obv.width175.jpg,Gallienus_Gallienus_1590973087.0568397,251-300
6,7991,Gallienus,Gallienus,257.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.27329.obv.width175.jpg,Gallienus_Gallienus_1590965193.6893458,251-300
6,37442,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.67.3445.obv.width175.jpg,Gallienus_Gallienus_1590973222.1912148,251-300
6,8075,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Fortuna,http://numismatics.org/collectionimages/19001949/1944/1944.100.27413.obv.width175.jpg,Gallienus_Gallienus_1590965215.319878,251-300
6,37793,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3021.obv.width175.jpg,Gallienus_Gallienus_1590973316.0483773,251-300
6,37809,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3055.obv.width175.jpg,Gallienus_Gallienus_1590973320.3458211,251-300
6,37845,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Abundantia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3152.obv.width175.jpg,Gallienus_Gallienus_1590973329.9033518,251-300
6,38166,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3470.obv.width175.jpg,Gallienus_Gallienus_1590973415.0607426,251-300
6,37419,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3417.obv.width175.jpg,Gallienus_Gallienus_1590973215.9062502,251-300
6,14728,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.30437.obv.width175.jpg,Gallienus_Gallienus_1590967018.26082,251-300
6,37480,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Fides,http://numismatics.org/collectionimages/19501999/1984/1984.67.3279.obv.width175.jpg,Gallienus_Gallienus_1590973232.1155965,251-300
6,14722,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.30431.obv.width175.jpg,Gallienus_Gallienus_1590967016.8564448,251-300
6,14519,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1944/1944.100.30244.obv.width175.jpg,Gallienus_Gallienus_1590966963.0717442,251-300
6,39897,Gallienus,Gallienus,255.0,Coin,Antoninianus,Silver,Syria,,http://numismatics.org/collectionimages/19501999/1992/1992.1.18.obv.width175.jpg,Gallienus_Gallienus_1590973878.0007806,251-300
6,37319,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3166.obv.width175.jpg,Gallienus_Gallienus_1590973158.6062374,251-300
6,7978,Gallienus,Gallienus,257.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1944/1944.100.27317.obv.width175.jpg,Gallienus_Gallienus_1590965188.7920594,251-300
6,42365,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1995/1995.11.1223.obv.width175.jpg,Gallienus_Gallienus_1590974544.277173,251-300
6,37807,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3053.obv.width175.jpg,Gallienus_Gallienus_1590973319.8708394,251-300
6,8012,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19001949/1944/1944.100.27350.obv.width175.jpg,Gallienus_Gallienus_1590965198.8431468,251-300
6,14530,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.30256.obv.width175.jpg,Gallienus_Gallienus_1590966966.0425625,251-300
6,37295,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3118.obv.width175.jpg,Gallienus_Gallienus_1590973152.3688886,251-300
6,14908,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30604.obv.width175.jpg,Gallienus_Gallienus_1590967065.778153,251-300
6,14625,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30343.obv.width175.jpg,Gallienus_Gallienus_1590966992.0688531,251-300
6,14921,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Venus,http://numismatics.org/collectionimages/19001949/1944/1944.100.30616.obv.width175.jpg,Gallienus_Gallienus_1590967069.1707165,251-300
6,37577,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Fides,http://numismatics.org/collectionimages/19501999/1984/1984.67.3287.obv.width175.jpg,Gallienus_Gallienus_1590973256.8204646,251-300
6,27398,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1935/1935.117.270.obv.width175.jpg,Gallienus_Gallienus_1590970476.9823499,251-300
6,4718,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Providentia,http://numismatics.org/collectionimages/19001949/1947/1947.97.228.obv.width175.jpg,Gallienus_Gallienus_1590964321.406312,251-300
6,38178,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Fortuna,http://numismatics.org/collectionimages/19501999/1984/1984.67.3482.obv.width175.jpg,Gallienus_Gallienus_1590973417.9082742,251-300
6,37008,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.67.2944.obv.width175.jpg,Gallienus_Gallienus_1590973076.2195761,251-300
6,28802,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3593.obv.width175.jpg,Gallienus_Gallienus_1590970855.3103957,251-300
6,14894,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Mercury,http://numismatics.org/collectionimages/19001949/1944/1944.100.30590.obv.width175.jpg,Gallienus_Gallienus_1590967062.0811903,251-300
6,37070,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3067.obv.width175.jpg,Gallienus_Gallienus_1590973092.4974394,251-300
6,14491,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.30219.obv.width175.jpg,Gallienus_Gallienus_1590966956.0020418,251-300
6,37285,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Providentia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3083.obv.width175.jpg,Gallienus_Gallienus_1590973149.8884435,251-300
6,37842,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Abundantia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3143.obv.width175.jpg,Gallienus_Gallienus_1590973329.186053,251-300
6,14515,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1944/1944.100.30240.obv.width175.jpg,Gallienus_Gallienus_1590966962.1375954,251-300
6,35406,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19501999/1994/1994.123.347.obv.width175.jpg,Gallienus_Gallienus_1590972646.1045809,251-300
6,37859,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3197.obv.width175.jpg,Gallienus_Gallienus_1590973333.1865506,251-300
6,37771,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Libertas,http://numismatics.org/collectionimages/19501999/1984/1984.67.2977.obv.width175.jpg,Gallienus_Gallienus_1590973308.885707,251-300
6,27389,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1935/1935.117.254.obv.width175.jpg,Gallienus_Gallienus_1590970474.809085,251-300
6,14671,Gallienus,Gallienus,258.0,Coin,Antoninianus,Silver,Gaul,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.30385.obv.width175.jpg,Gallienus_Gallienus_1590967003.5668793,251-300
6,38183,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Fortuna,http://numismatics.org/collectionimages/19501999/1984/1984.67.3488.obv.width175.jpg,Gallienus_Gallienus_1590973421.0497868,251-300
6,14694,Gallienus,Gallienus,258.0,Coin,Antoninianus,Silver,Gallia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.30406.obv.width175.jpg,Gallienus_Gallienus_1590967009.3727355,251-300
6,14466,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.30196.obv.width175.jpg,Gallienus_Gallienus_1590966949.5792768,251-300
6,37583,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.67.3300.obv.width175.jpg,Gallienus_Gallienus_1590973260.193704,251-300
6,8031,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27369.obv.width175.jpg,Gallienus_Gallienus_1590965203.5824184,251-300
6,14845,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30545.obv.width175.jpg,Gallienus_Gallienus_1590967049.6741967,251-300
6,4715,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1947/1947.97.225.obv.width175.jpg,Gallienus_Gallienus_1590964320.5128236,251-300
6,14662,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Asclepius,http://numismatics.org/collectionimages/19001949/1944/1944.100.30377.obv.width175.jpg,Gallienus_Gallienus_1590967001.4800408,251-300
6,39791,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1992/1992.77.15.obv.width175.jpg,Gallienus_Gallienus_1590973850.3817332,251-300
6,37027,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Liberalitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.2976.obv.width175.jpg,Gallienus_Gallienus_1590973081.0971372,251-300
6,21440,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.184.15.obv.width175.jpg,Gallienus_Gallienus_1590968846.5655742,251-300
6,37499,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3337.obv.width175.jpg,Gallienus_Gallienus_1590973236.6193843,251-300
6,42884,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Diana,http://numismatics.org/collectionimages/19501999/1995/1995.11.1224.obv.width175.jpg,Gallienus_Gallienus_1590974685.8801858,251-300
6,28800,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3591.obv.width175.jpg,Gallienus_Gallienus_1590970854.8425155,251-300
6,37005,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.67.2939.obv.width175.jpg,Gallienus_Gallienus_1590973075.509924,251-300
6,14641,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19001949/1944/1944.100.30358.obv.width175.jpg,Gallienus_Gallienus_1590966996.1772645,251-300
6,16948,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Libertas,http://numismatics.org/collectionimages/19501999/1974/1974.95.233.obv.width175.jpg,Gallienus_Gallienus_1590967620.4760025,251-300
6,37040,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.2997.obv.width175.jpg,Gallienus_Gallienus_1590973084.737246,251-300
6,14868,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30567.obv.width175.jpg,Gallienus_Gallienus_1590967055.4629939,251-300
6,27386,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Concordia,http://numismatics.org/collectionimages/19001949/1935/1935.117.251.obv.width175.jpg,Gallienus_Gallienus_1590970474.1003811,251-300
6,4713,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19001949/1947/1947.97.223.obv.width175.jpg,Gallienus_Gallienus_1590964320.0566225,251-300
6,37396,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3369.obv.width175.jpg,Gallienus_Gallienus_1590973210.1669512,251-300
6,37061,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.67.3032.obv.width175.jpg,Gallienus_Gallienus_1590973090.407532,251-300
6,37420,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.67.3418.obv.width175.jpg,Gallienus_Gallienus_1590973216.5823388,251-300
6,28806,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Providentia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3598.obv.width175.jpg,Gallienus_Gallienus_1590970856.2570348,251-300
6,14738,Gallienus,Gallienus,253.0,Coin,Antoninianus,Silver,Moesia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.30447.obv.width175.jpg,Gallienus_Gallienus_1590967020.6046774,251-300
6,37424,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3424.obv.width175.jpg,Gallienus_Gallienus_1590973217.528966,251-300
6,4652,Gallienus,Gallienus,257.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19001949/1948/1948.19.871.obv.width175.jpg,Gallienus_Gallienus_1590964304.7279642,251-300
6,14833,Gallienus,Gallienus,266.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30534.obv.width175.jpg,Gallienus_Gallienus_1590967046.5207708,251-300
6,44375,Gallienus,Gallienus,255.0,Coin,tetradrachm,Billon,Egypt,Serapis,http://numismatics.org/collectionimages/20002049/2017/2017.11.27.obv.width175.jpg,Gallienus_Gallienus_1590975088.1164255,251-300
6,37833,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Securitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3111.obv.width175.jpg,Gallienus_Gallienus_1590973326.57274,251-300
6,27401,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Securitas,http://numismatics.org/collectionimages/19001949/1935/1935.117.273.obv.width175.jpg,Gallienus_Gallienus_1590970478.230169,251-300
6,8083,Gallienus,Gallienus,260.0,Coin,Aureus,Gold,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.27420.obv.width175.jpg,Gallienus_Gallienus_1590965217.5790174,251-300
6,14618,Gallienus,Gallienus,257.0,Coin,Antoninianus,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.30337.obv.width175.jpg,Gallienus_Gallienus_1590966990.0551345,251-300
6,28825,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,Uberitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3614.obv.width175.jpg,Gallienus_Gallienus_1590970861.2646635,251-300
6,37426,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3428.obv.width175.jpg,Gallienus_Gallienus_1590973218.0103025,251-300
6,14616,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1944/1944.100.30335.obv.width175.jpg,Gallienus_Gallienus_1590966989.58006,251-300
6,37852,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3172.obv.width175.jpg,Gallienus_Gallienus_1590973331.5339417,251-300
6,37431,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Securitas,http://numismatics.org/collectionimages/19501999/1984/1984.67.3435.obv.width175.jpg,Gallienus_Gallienus_1590973219.1595817,251-300
6,14931,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30625.obv.width175.jpg,Gallienus_Gallienus_1590967071.55585,251-300
6,37566,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3265.obv.width175.jpg,Gallienus_Gallienus_1590973254.1859128,251-300
6,14471,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19001949/1944/1944.100.30200.obv.width175.jpg,Gallienus_Gallienus_1590966950.7613828,251-300
6,25024,Gallienus,Gallienus,253.0,Coin,Sestertius,Bronze,Italy,Fides,http://numismatics.org/collectionimages/19001949/1929/1929.999.62.obv.width175.jpg,Gallienus_Gallienus_1590969829.4590254,251-300
6,37525,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.67.3387.obv.width175.jpg,Gallienus_Gallienus_1590973243.5816605,251-300
6,28794,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Pannonia,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3584.obv.width175.jpg,Gallienus_Gallienus_1590970853.0066998,251-300
6,37760,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Laetitia,http://numismatics.org/collectionimages/19501999/1984/1984.67.2958.obv.width175.jpg,Gallienus_Gallienus_1590973306.2635903,251-300
6,39851,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1992/1992.77.7.obv.width175.jpg,Gallienus_Gallienus_1590973866.1301968,251-300
6,14857,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Aequitas,http://numismatics.org/collectionimages/19001949/1944/1944.100.30556.obv.width175.jpg,Gallienus_Gallienus_1590967052.4927328,251-300
6,14810,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,Diana,http://numismatics.org/collectionimages/19001949/1944/1944.100.30513.obv.width175.jpg,Gallienus_Gallienus_1590967040.7158542,251-300
6,14872,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Asia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30570.obv.width175.jpg,Gallienus_Gallienus_1590967056.4169214,251-300
6,14603,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.30323.obv.width175.jpg,Gallienus_Gallienus_1590966986.4956384,251-300
6,37579,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Indulgentia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3292.obv.width175.jpg,Gallienus_Gallienus_1590973257.3007414,251-300
6,37800,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3044.obv.width175.jpg,Gallienus_Gallienus_1590973318.1517851,251-300
6,37360,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.67.3316.obv.width175.jpg,Gallienus_Gallienus_1590973199.6717181,251-300
6,37541,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.67.3421.obv.width175.jpg,Gallienus_Gallienus_1590973247.747539,251-300
6,37536,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Concordia,http://numismatics.org/collectionimages/19501999/1984/1984.67.3409.obv.width175.jpg,Gallienus_Gallienus_1590973246.1267521,251-300
6,39809,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1992/1992.77.31.obv.width175.jpg,Gallienus_Gallienus_1590973855.0755901,251-300
6,8000,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Abundantia,http://numismatics.org/collectionimages/19001949/1944/1944.100.27338.obv.width175.jpg,Gallienus_Gallienus_1590965196.1492276,251-300
6,14556,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Securitas,http://numismatics.org/collectionimages/19001949/1944/1944.100.30280.obv.width175.jpg,Gallienus_Gallienus_1590966972.5906224,251-300
6,8024,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Abundantia,http://numismatics.org/collectionimages/19001949/1944/1944.100.27362.obv.width175.jpg,Gallienus_Gallienus_1590965201.9559803,251-300
6,28133,Gallienus,Gallienus,260.0,Coin,Antoninianus,Silver,Italy,Fides,http://numismatics.org/collectionimages/19501999/1984/1984.67.2333.obv.width175.jpg,Gallienus_Gallienus_1590970674.2806315,251-300
